tag_id,camera_role,metric,count,mean_raw,median,std_raw,mad,robust_sigma,outlier_count,mean_clean,std_clean,min_clean,max_clean
45,rear,single_heading_err_deg,1,3.7,3.7,0.0,0.0,0.0,0,3.7,0.0,3.7,3.7
45,rear,single_pos_err_cm,1,6.54,6.54,0.0,0.0,0.0,0,6.54,0.0,6.54,6.54
45,rear,yaw_error_deg,1,-1.2,-1.2,0.0,0.0,0.0,0,-1.2,0.0,-1.2,-1.2
46,front,angle_error_deg,8,-2.55,-2.05,1.6239282179772778,0.4999999999999999,0.7412999999999998,1,-2.0285714285714285,0.7341986237031632,-3.5,-1.3
46,front,distance_error_cm,8,-3.175,-3.45,1.8444898636595586,1.35,2.00151,0,-3.175,1.8444898636595586,-5.2,0.3
46,front,single_heading_err_deg,8,13.6875,6.300000000000001,15.835533055216585,4.850000000000001,7.190610000000001,2,5.733333333333333,5.399506150257324,1.3,15.6
46,front,single_pos_err_cm,8,79.33625,26.185,108.53343486653581,18.83,27.917357999999997,2,28.22666666666667,31.648365307969172,2.0,89.0
46,front,yaw_error_deg,8,-4.2875,0.7,21.065438010433787,3.9000000000000004,5.78214,3,0.11999999999999993,3.1316130029108007,-5.2,2.6
46,rear,angle_error_deg,2,3.0,3.0,3.111269837220809,2.2,3.26172,0,3.0,3.111269837220809,0.8,5.2
46,rear,distance_error_cm,2,2.6,2.6,6.788225099390857,4.800000000000001,7.116480000000001,0,2.6,6.788225099390857,-2.2,7.4
46,rear,single_heading_err_deg,2,12.149999999999999,12.149999999999999,4.17193000900063,2.95,4.37367,0,12.149999999999999,4.17193000900063,9.2,15.1
46,rear,single_pos_err_cm,2,51.79,51.79,1.3717871555019006,0.9699999999999989,1.4381219999999981,0,51.79,1.3717871555019006,50.82,52.76
46,rear,yaw_error_deg,2,0.04999999999999982,0.04999999999999982,14.071424945612295,9.95,14.751869999999998,0,0.04999999999999982,14.071424945612295,-9.9,10.0
47,front,angle_error_deg,7,-0.22600000000000012,-2.0,4.5666397566117105,1.5,2.2239,1,-1.6666666666666667,2.7551164524692355,-5.6,2.8
47,front,distance_error_cm,7,-2.517142857142857,-2.1,2.4033429099604455,1.5,2.2239,0,-2.517142857142857,2.4033429099604455,-6.72,0.6
47,front,single_heading_err_deg,7,15.501714285714286,7.9,19.5145216160879,6.300000000000001,9.34038,1,8.818666666666667,9.044866536697304,0.5,25.4
47,front,single_pos_err_cm,7,86.14285714285714,48.37,108.24772803070522,33.26,49.31127599999999,1,48.56666666666667,46.909870887337426,12.36,135.34
47,front,yaw_error_deg,7,-8.342,-3.7,23.797277463329007,4.7,6.96822,2,-4.0988,4.462466492871403,-8.4,2.106
48,front,angle_error_deg,11,-1.3984545454545456,-3.0,4.076558704683065,1.2000000000000002,1.7791200000000003,2,-2.8903333333333334,2.3003965419031562,-6.981,0.419
48,front,distance_error_cm,11,-3.980909090909091,-3.31,2.5339315481893134,1.1400000000000001,1.690164,0,-3.980909090909091,2.5339315481893134,-8.2,0.6
48,front,single_heading_err_deg,11,10.110999999999999,4.802,14.868655426769429,3.6279999999999997,5.378872799999999,1,5.8721,5.101841594518156,0.838,15.8
48,front,single_pos_err_cm,11,72.93727272727273,38.76,97.43174545197363,16.099999999999998,23.869859999999996,1,45.005,31.80870888783622,4.08,101.37
48,front,yaw_error_deg,11,0.5900909090909084,-2.189,18.3466155541263,7.311,10.8392886,1,-4.3809,8.483974795001588,-19.8,6.756
48,rear,angle_error_deg,4,4.61,4.75,2.1569422801734865,1.25,1.8532499999999998,0,4.61,2.1569422801734865,1.84,7.1
48,rear,distance_error_cm,4,5.1,5.95,5.0099900199501395,3.1499999999999995,4.670189999999999,0,5.1,5.0099900199501395,-1.2,9.7
48,rear,single_heading_err_deg,4,14.924500000000002,15.5,11.118986809357526,6.7490000000000006,10.006067400000001,0,14.924500000000002,11.118986809357526,0.8,27.898
48,rear,single_pos_err_cm,4,90.19749999999999,64.875,68.06956166305172,13.59,20.148533999999998,1,56.676666666666655,14.43330292529514,40.28,67.46
48,rear,yaw_error_deg,4,-9.9895,-10.85,13.89566986510546,8.229,12.200315399999997,0,-9.9895,13.89566986510546,-26.058,7.8
